"Precinct_Name","Split_Name","precinct_splitId","Reg_voters","Ballots","Reporting","Contest_id","Contest_title","Contest_party","Choice_id","Candidate_name","Choice_party","Candidate_Type","Absentee_votes","Early_votes","Election_Votes"
"39-02","","192","8384","5825","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","132","2557"
"39-02","","192","8384","5825","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","81","1487"
"39-02","","192","8384","5825","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","141","2063"
"39-02","","192","8384","5825","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","61","1749"
"39-02","","192","8384","5825","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","131","2107"
"39-02","","192","8384","5825","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","91","2030"
"39-02","","192","8384","5825","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","53","2095"
"39-02","","192","8384","5825","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","201","3352"
"39-02","","192","8384","5825","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","93","2750"
"39-02","","192","8384","5825","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","153","2502"
"39-02","","192","8384","5825","1","66","Councilmember, Dist IX, City and County of Honolulu","","159","ESPERO, Will","","C","0","85","2720"
"39-02","","192","8384","5825","1","66","Councilmember, Dist IX, City and County of Honolulu","","160","TULBA, Augusto E. (AugieT)","","C","0","163","2592"
"39-02","","192","8384","5825","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","186","4271"
"39-02","","192","8384","5825","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","59","936"
"39-02","","192","8384","5825","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","128","3285"
"39-02","","192","8384","5825","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","108","1752"
"39-02","","192","8384","5825","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","117","2664"
"39-02","","192","8384","5825","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","119","2379"
"39-02","","192","8384","5825","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","132","3000"
"39-02","","192","8384","5825","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","106","2008"
"39-03","","193","4303","3162","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","2"
"39-03","","193","4303","3162","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","75","1478"
"39-03","","193","4303","3162","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","12"
"39-03","","193","4303","3162","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","4","18"
"39-03","","193","4303","3162","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","266","1284"
"39-03","","193","4303","3162","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","1","6"
"39-03","","193","4303","3162","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","114","1658"
"39-03","","193","4303","3162","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","217","903"
"39-03","","193","4303","3162","1","9","State Senator, Dist 20","","26","(L) BONOAN, Feena M.","","C","0","142","755"
"39-03","","193","4303","3162","1","9","State Senator, Dist 20","","27","(D) GABBARD, Mike","","C","0","160","1790"
"39-03","","193","4303","3162","1","36","State Representative, Dist 39","","86","(D) CULLEN, Ty J.K.","","C","0","94","1660"
"39-03","","193","4303","3162","1","36","State Representative, Dist 39","","87","(R) MAGLINTI, Austin L.S.","","C","0","226","920"
"39-03","","193","4303","3162","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","152","1298"
"39-03","","193","4303","3162","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","115","821"
"39-03","","193","4303","3162","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","151","1099"
"39-03","","193","4303","3162","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","113","918"
"39-03","","193","4303","3162","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","142","1051"
"39-03","","193","4303","3162","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","140","1117"
"39-03","","193","4303","3162","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","71","1050"
"39-03","","193","4303","3162","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","254","1691"
"39-03","","193","4303","3162","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","116","1352"
"39-03","","193","4303","3162","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","195","1291"
"39-03","","193","4303","3162","1","66","Councilmember, Dist IX, City and County of Honolulu","","159","ESPERO, Will","","C","0","86","1326"
"39-03","","193","4303","3162","1","66","Councilmember, Dist IX, City and County of Honolulu","","160","TULBA, Augusto E. (AugieT)","","C","0","231","1358"
"39-03","","193","4303","3162","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","238","2101"
"39-03","","193","4303","3162","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","87","493"
"39-03","","193","4303","3162","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","180","1661"
"39-03","","193","4303","3162","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","129","850"
"39-03","","193","4303","3162","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","153","1331"
"39-03","","193","4303","3162","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","160","1188"
"39-03","","193","4303","3162","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","182","1508"
"39-03","","193","4303","3162","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","130","993"
"39-04","","194","3488","2397","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","1","5"
"39-04","","194","3488","2397","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","36","1198"
"39-04","","194","3488","2397","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","4"
"39-04","","194","3488","2397","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","4","29"
"39-04","","194","3488","2397","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","174","920"
"39-04","","194","3488","2397","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","6"
"39-04","","194","3488","2397","1","3","U.S. Representative, Dist II","","9","(R) AKANA, Joe","","C","0","169","822"
"39-04","","194","3488","2397","1","3","U.S. Representative, Dist II","","10","(N) BURRUS, Ron","","C","0","2","26"
"39-04","","194","3488","2397","1","3","U.S. Representative, Dist II","","11","(AS) GIUFFRE, John (Raghu)","","C","0","2","3"
"39-04","","194","3488","2397","1","3","U.S. Representative, Dist II","","12","(A) HOOMANAWANUI, Jonathan","","C","0","4","35"
"39-04","","194","3488","2397","1","3","U.S. Representative, Dist II","","13","(D) KAHELE, Kaiali'i (Kai)","","C","0","29","1074"
"39-04","","194","3488","2397","1","3","U.S. Representative, Dist II","","14","(L) TIPPENS, Michelle Rose","","C","0","5","73"
"39-04","","194","3488","2397","1","9","State Senator, Dist 20","","26","(L) BONOAN, Feena M.","","C","0","104","644"
"39-04","","194","3488","2397","1","9","State Senator, Dist 20","","27","(D) GABBARD, Mike","","C","0","87","1363"
"39-04","","194","3488","2397","1","36","State Representative, Dist 39","","86","(D) CULLEN, Ty J.K.","","C","0","53","1237"
"39-04","","194","3488","2397","1","36","State Representative, Dist 39","","87","(R) MAGLINTI, Austin L.S.","","C","0","153","775"
"39-04","","194","3488","2397","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","101","929"
"39-04","","194","3488","2397","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","69","641"
"39-04","","194","3488","2397","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","105","801"
"39-04","","194","3488","2397","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","59","695"
"39-04","","194","3488","2397","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","98","745"
"39-04","","194","3488","2397","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","74","873"
"39-04","","194","3488","2397","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","41","745"
"39-04","","194","3488","2397","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","162","1365"
"39-04","","194","3488","2397","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","70","959"
"39-04","","194","3488","2397","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","130","1057"
"39-04","","194","3488","2397","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","155","1652"
"39-04","","194","3488","2397","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","47","364"
"39-04","","194","3488","2397","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","98","1224"
"39-04","","194","3488","2397","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","100","737"
"39-04","","194","3488","2397","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","89","982"
"39-04","","194","3488","2397","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","109","982"
"39-04","","194","3488","2397","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","93","1098"
"39-04","","194","3488","2397","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","104","846"
"39-05","","195","9","12","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","0"
"39-05","","195","9","12","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","0","3"
"39-05","","195","9","12","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","0"
"39-05","","195","9","12","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","0"
"39-05","","195","9","12","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","5","4"
"39-05","","195","9","12","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","0"
"39-05","","195","9","12","1","3","U.S. Representative, Dist II","","9","(R) AKANA, Joe","","C","0","5","4"
"39-05","","195","9","12","1","3","U.S. Representative, Dist II","","10","(N) BURRUS, Ron","","C","0","0","0"
"39-05","","195","9","12","1","3","U.S. Representative, Dist II","","11","(AS) GIUFFRE, John (Raghu)","","C","0","0","0"
"39-05","","195","9","12","1","3","U.S. Representative, Dist II","","12","(A) HOOMANAWANUI, Jonathan","","C","0","0","0"
"39-05","","195","9","12","1","3","U.S. Representative, Dist II","","13","(D) KAHELE, Kaiali'i (Kai)","","C","0","0","3"
"39-05","","195","9","12","1","3","U.S. Representative, Dist II","","14","(L) TIPPENS, Michelle Rose","","C","0","0","0"
"39-05","","195","9","12","1","9","State Senator, Dist 20","","26","(L) BONOAN, Feena M.","","C","0","4","2"
"39-05","","195","9","12","1","9","State Senator, Dist 20","","27","(D) GABBARD, Mike","","C","0","1","5"
"39-05","","195","9","12","1","36","State Representative, Dist 39","","86","(D) CULLEN, Ty J.K.","","C","0","1","3"
"39-05","","195","9","12","1","36","State Representative, Dist 39","","87","(R) MAGLINTI, Austin L.S.","","C","0","4","4"
"39-05","","195","9","12","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","2","4"
"39-05","","195","9","12","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","2","1"
"39-05","","195","9","12","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","1","1"
"39-05","","195","9","12","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","3","2"
"39-05","","195","9","12","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","4","1"
"39-05","","195","9","12","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","1","2"
"39-05","","195","9","12","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","3","3"
"39-05","","195","9","12","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","2","4"
"39-05","","195","9","12","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","3","4"
"39-05","","195","9","12","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","2","3"
"39-05","","195","9","12","1","66","Councilmember, Dist IX, City and County of Honolulu","","159","ESPERO, Will","","C","0","2","3"
"39-05","","195","9","12","1","66","Councilmember, Dist IX, City and County of Honolulu","","160","TULBA, Augusto E. (AugieT)","","C","0","3","4"
"39-05","","195","9","12","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","4","6"
"39-05","","195","9","12","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","1","1"
"39-05","","195","9","12","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","3","2"
"39-05","","195","9","12","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","2","3"
"39-05","","195","9","12","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","3","3"
"39-05","","195","9","12","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","2","4"
"39-05","","195","9","12","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","4","4"
"39-05","","195","9","12","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","1","1"
"40-01","","196","1025","702","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","3"
"40-01","","196","1025","702","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","9","337"
"40-01","","196","1025","702","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","5"
"40-01","","196","1025","702","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","1","5"
"40-01","","196","1025","702","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","39","297"
"40-01","","196","1025","702","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","3"
"40-01","","196","1025","702","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","15","400"
"40-01","","196","1025","702","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","34","200"
"40-01","","196","1025","702","1","9","State Senator, Dist 20","","26","(L) BONOAN, Feena M.","","C","0","19","173"
"40-01","","196","1025","702","1","9","State Senator, Dist 20","","27","(D) GABBARD, Mike","","C","0","19","427"
"40-01","","196","1025","702","1","37","State Representative, Dist 40","","88","(D) MARTINEZ, Rose","","C","0","11","274"
"40-01","","196","1025","702","1","37","State Representative, Dist 40","","89","(R) MCDERMOTT, Bob","","C","0","37","348"
"40-01","","196","1025","702","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","31","303"
"40-01","","196","1025","702","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","9","176"
"40-01","","196","1025","702","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","27","271"
"40-01","","196","1025","702","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","10","183"
"40-01","","196","1025","702","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","30","249"
"40-01","","196","1025","702","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","8","240"
"40-01","","196","1025","702","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","8","236"
"40-01","","196","1025","702","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","40","403"
"40-01","","196","1025","702","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","14","333"
"40-01","","196","1025","702","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","34","282"
"40-01","","196","1025","702","1","66","Councilmember, Dist IX, City and County of Honolulu","","159","ESPERO, Will","","C","0","12","299"
"40-01","","196","1025","702","1","66","Councilmember, Dist IX, City and County of Honolulu","","160","TULBA, Augusto E. (AugieT)","","C","0","34","337"
"40-01","","196","1025","702","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","28","517"
"40-01","","196","1025","702","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","18","96"
"40-01","","196","1025","702","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","22","379"
"40-01","","196","1025","702","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","24","218"
"40-01","","196","1025","702","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","20","333"
"40-01","","196","1025","702","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","26","266"
"40-01","","196","1025","702","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","24","384"
"40-01","","196","1025","702","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","21","217"
"40-02","","197","6145","4304","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","5"
"40-02","","197","6145","4304","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","40","2062"
"40-02","","197","6145","4304","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","2","24"
"40-02","","197","6145","4304","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","29"
"40-02","","197","6145","4304","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","250","1861"
"40-02","","197","6145","4304","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","1"
"40-02","","197","6145","4304","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","64","2280"
"40-02","","197","6145","4304","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","224","1390"
"40-02","","197","6145","4304","1","8","State Senator, Dist 19","","24","(D) CABANILLA ARAKAWA, Rida","","C","0","59","1616"
"40-02","","197","6145","4304","1","8","State Senator, Dist 19","","25","(R) FEVELLA, Kurt","","C","0","227","2251"
"40-02","","197","6145","4304","1","37","State Representative, Dist 40","","88","(D) MARTINEZ, Rose","","C","0","60","1646"
"40-02","","197","6145","4304","1","37","State Representative, Dist 40","","89","(R) MCDERMOTT, Bob","","C","0","228","2193"
"40-02","","197","6145","4304","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","138","1857"
"40-02","","197","6145","4304","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","101","1133"
"40-02","","197","6145","4304","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","139","1658"
"40-02","","197","6145","4304","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","86","1245"
"40-02","","197","6145","4304","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","131","1536"
"40-02","","197","6145","4304","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","109","1546"
"40-02","","197","6145","4304","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","56","1443"
"40-02","","197","6145","4304","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","225","2474"
"40-02","","197","6145","4304","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","96","1893"
"40-02","","197","6145","4304","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","176","1868"
"40-02","","197","6145","4304","1","66","Councilmember, Dist IX, City and County of Honolulu","","159","ESPERO, Will","","C","0","81","1719"
"40-02","","197","6145","4304","1","66","Councilmember, Dist IX, City and County of Honolulu","","160","TULBA, Augusto E. (AugieT)","","C","0","196","2136"
"40-02","","197","6145","4304","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","212","2985"
"40-02","","197","6145","4304","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","65","723"
"40-02","","197","6145","4304","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","133","2288"
"40-02","","197","6145","4304","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","138","1317"
"40-02","","197","6145","4304","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","114","1785"
"40-02","","197","6145","4304","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","156","1839"
"40-02","","197","6145","4304","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","146","2106"
"40-02","","197","6145","4304","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","121","1497"
"40-03","","198","7466","4494","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","1","11"
"40-03","","198","7466","4494","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","74","2112"
"40-03","","198","7466","4494","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","26"
"40-03","","198","7466","4494","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","2","32"
"40-03","","198","7466","4494","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","286","1916"
"40-03","","198","7466","4494","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","1","11"
"40-03","","198","7466","4494","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","102","2445"
"40-03","","198","7466","4494","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","253","1296"
"40-03","","198","7466","4494","1","8","State Senator, Dist 19","","24","(D) CABANILLA ARAKAWA, Rida","","C","0","66","1739"
"40-03","","198","7466","4494","1","8","State Senator, Dist 19","","25","(R) FEVELLA, Kurt","","C","0","286","2293"
"40-03","","198","7466","4494","1","37","State Representative, Dist 40","","88","(D) MARTINEZ, Rose","","C","0","88","1770"
"40-03","","198","7466","4494","1","37","State Representative, Dist 40","","89","(R) MCDERMOTT, Bob","","C","0","264","2210"
"40-03","","198","7466","4494","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","188","2081"
"40-03","","198","7466","4494","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","99","1178"
"40-03","","198","7466","4494","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","159","1590"
"40-03","","198","7466","4494","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","123","1474"
"40-03","","198","7466","4494","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","159","1614"
"40-03","","198","7466","4494","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","141","1680"
"40-03","","198","7466","4494","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","104","1621"
"40-03","","198","7466","4494","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","237","2402"
"40-03","","198","7466","4494","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","143","1824"
"40-03","","198","7466","4494","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","187","2043"
"40-03","","198","7466","4494","1","66","Councilmember, Dist IX, City and County of Honolulu","","159","ESPERO, Will","","C","0","120","1853"
"40-03","","198","7466","4494","1","66","Councilmember, Dist IX, City and County of Honolulu","","160","TULBA, Augusto E. (AugieT)","","C","0","211","2130"
"40-03","","198","7466","4494","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","269","3085"
"40-03","","198","7466","4494","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","71","739"
"40-03","","198","7466","4494","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","221","2578"
"40-03","","198","7466","4494","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","113","1160"
"40-03","","198","7466","4494","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","166","2010"
"40-03","","198","7466","4494","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","170","1730"
"40-03","","198","7466","4494","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","202","2312"
"40-03","","198","7466","4494","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","129","1409"
"40-04","","199","244","126","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","0"
"40-04","","199","244","126","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","3","46"
"40-04","","199","244","126","1","1","President and Vice President","","3","(G) HAWKINS / WALKER","","C","0","0","1"
"40-04","","199","244","126","1","1","President and Vice President","","4","(L) JORGENSEN / COHEN","","C","0","0","0"
"40-04","","199","244","126","1","1","President and Vice President","","5","(R) TRUMP / PENCE","","C","0","4","71"
"40-04","","199","244","126","1","1","President and Vice President","","6","(AS) PIERCE / BALLARD","","C","0","0","1"
"40-04","","199","244","126","1","2","U.S. Representative, Dist I","","7","(D) CASE, Ed","","C","0","3","63"
"40-04","","199","244","126","1","2","U.S. Representative, Dist I","","8","(R) CURTIS, Ron","","C","0","4","51"
"40-04","","199","244","126","1","8","State Senator, Dist 19","","24","(D) CABANILLA ARAKAWA, Rida","","C","0","2","32"
"40-04","","199","244","126","1","8","State Senator, Dist 19","","25","(R) FEVELLA, Kurt","","C","0","5","84"
"40-04","","199","244","126","1","37","State Representative, Dist 40","","88","(D) MARTINEZ, Rose","","C","0","4","33"
"40-04","","199","244","126","1","37","State Representative, Dist 40","","89","(R) MCDERMOTT, Bob","","C","0","3","82"
"40-04","","199","244","126","1","46","Hawaii Resident Trustee","","109","LINDSEY, Keola","","C","0","5","63"
"40-04","","199","244","126","1","46","Hawaii Resident Trustee","","110","MANGAUIL, Lanakila","","C","0","1","28"
"40-04","","199","244","126","1","47","Molokai Resident Trustee","","111","ALAPA, Luana","","C","0","3","39"
"40-04","","199","244","126","1","47","Molokai Resident Trustee","","112","MACHADO, Colette (Piipii)","","C","0","2","47"
"40-04","","199","244","126","1","48","At-Large Trustee","","113","AKINA, Keli'i","","C","0","3","47"
"40-04","","199","244","126","1","48","At-Large Trustee","","114","SOUZA, Keoni","","C","0","4","55"
"40-04","","199","244","126","1","62","Mayor, City and County of Honolulu","","151","AMEMIYA, Keith","","C","0","4","42"
"40-04","","199","244","126","1","62","Mayor, City and County of Honolulu","","152","BLANGIARDI, Rick","","C","0","3","76"
"40-04","","199","244","126","1","63","Prosecuting Attorney, City and County of Honolulu","","153","ALM, Steve","","C","0","2","51"
"40-04","","199","244","126","1","63","Prosecuting Attorney, City and County of Honolulu","","154","KAU, Megan","","C","0","5","65"
"40-04","","199","244","126","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","219","YES","","C","0","3","91"
"40-04","","199","244","126","1","96","HONOLULU: Term Limits for Prosecuting Attorney","","220","NO","","C","0","3","17"
"40-04","","199","244","126","1","97","HONOLULU: Youth Commission","","221","YES","","C","0","2","67"
"40-04","","199","244","126","1","97","HONOLULU: Youth Commission","","222","NO","","C","0","4","36"
"40-04","","199","244","126","1","98","HONOLULU: Ethics Commission Budget","","223","YES","","C","0","3","46"
"40-04","","199","244","126","1","98","HONOLULU: Ethics Commission Budget","","224","NO","","C","0","3","58"
"40-04","","199","244","126","1","99","HONOLULU: Ethics Commission Staff","","225","YES","","C","0","3","54"
"40-04","","199","244","126","1","99","HONOLULU: Ethics Commission Staff","","226","NO","","C","0","3","50"
"41-01","","200","164","99","1","1","President and Vice President","","1","(C) BLANKENSHIP / MOHR","","C","0","0","0"
"41-01","","200","164","99","1","1","President and Vice President","","2","(D) BIDEN / HARRIS","","C","0","0","44"
