elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
11/3/2020,"STEPHENS","STEPHENS COUNTY",10434,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,8,8,1,"TODD CHURCHMAN",REP,374,877,3082,4333,STEPHENS
11/3/2020,"STEPHENS","STEPHENS COUNTY",10434,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,8,8,2,"LONNIE L ESTES",IND,275,426,1552,2253,STEPHENS
11/3/2020,"STEPHENS","STEPHENS COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,28,28,1,"YES",,955,1894,9272,12121,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,28,28,2,"NO",,539,864,3683,5086,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,28,28,1,"YES",,938,1567,7883,10388,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,28,28,2,"NO",,572,1203,5116,6891,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,28,28,1,"YES",,962,1909,9211,12082,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,28,28,2,"NO",,540,855,3757,5152,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,28,28,1,"YES",,969,1892,9108,11969,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,28,28,2,"NO",,517,866,3835,5218,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,28,28,1,"YES",,900,1498,7752,10150,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,28,28,2,"NO",,590,1257,5144,6991,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,28,28,1,"YES",,936,1448,7291,9675,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,28,28,2,"NO",,558,1309,5601,7468,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,28,28,1,"YES",,938,1463,7367,9768,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,28,28,2,"NO",,550,1284,5513,7347,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,28,28,1,"YES",,888,1429,7234,9551,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,28,28,2,"NO",,603,1326,5661,7590,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,28,28,1,"FOR THE PROPOSAL - YES",,762,699,3212,4673,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,28,28,2,"AGAINST THE PROPOSAL - NO",,884,2271,10707,13862,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,28,28,1,"FOR THE PROPOSAL - YES",,738,1345,6129,8212,,
11/3/2020,"STEPHENS","STEPHENS COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,28,28,2,"AGAINST THE PROPOSAL - NO",,891,1582,7670,10143,,
11/3/2020,"TEXAS","TEXAS COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,212,1006,3287,4505,,
11/3/2020,"TEXAS","TEXAS COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,12,14,63,89,,
11/3/2020,"TEXAS","TEXAS COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,114,212,568,894,,
11/3/2020,"TEXAS","TEXAS COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,0,3,7,10,,
11/3/2020,"TEXAS","TEXAS COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,5,"KANYE WEST | MICHELLE TIDBALL",IND,2,4,6,12,,
11/3/2020,"TEXAS","TEXAS COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,11,11,6,"BROCK PIERCE | KARLA BALLARD",IND,0,4,7,11,,
11/3/2020,"TEXAS","TEXAS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,1,"TODD HIETT",REP,227,1015,3315,4557,,
11/3/2020,"TEXAS","TEXAS COUNTY",10002,"FOR CORPORATION COMMISSIONER",,11,11,2,"TODD HAGOPIAN",LIB,91,172,487,750,,
11/3/2020,"TEXAS","TEXAS COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,1,"JIM INHOFE",REP,212,969,3187,4368,,
11/3/2020,"TEXAS","TEXAS COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,2,"ROBERT MURPHY",LIB,8,22,119,149,,
11/3/2020,"TEXAS","TEXAS COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,3,"ABBY BROYLES",DEM,116,216,521,853,,
11/3/2020,"TEXAS","TEXAS COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,4,"JOAN FARR",IND,1,25,71,97,,
11/3/2020,"TEXAS","TEXAS COUNTY",10003,"FOR UNITED STATES SENATOR",,11,11,5,"A. D. NESBIT",IND,3,7,28,38,,
11/3/2020,"TEXAS","TEXAS COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,11,11,1,"FRANK D. LUCAS",REP,223,1012,3352,4587,,
11/3/2020,"TEXAS","TEXAS COUNTY",10006,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",,11,11,2,"ZOE MIDYETT",DEM,112,226,567,905,,
11/3/2020,"TEXAS","TEXAS COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,11,11,1,"YES",,214,852,2739,3805,,
11/3/2020,"TEXAS","TEXAS COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,11,11,2,"NO",,87,273,876,1236,,
11/3/2020,"TEXAS","TEXAS COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,11,11,1,"YES",,231,816,2523,3570,,
11/3/2020,"TEXAS","TEXAS COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,11,11,2,"NO",,70,321,1108,1499,,
11/3/2020,"TEXAS","TEXAS COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,11,11,1,"YES",,212,825,2680,3717,,
11/3/2020,"TEXAS","TEXAS COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,11,11,2,"NO",,87,306,936,1329,,
11/3/2020,"TEXAS","TEXAS COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,11,11,1,"YES",,210,824,2652,3686,,
11/3/2020,"TEXAS","TEXAS COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,11,11,2,"NO",,91,311,959,1361,,
11/3/2020,"TEXAS","TEXAS COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,11,11,1,"YES",,218,809,2598,3625,,
11/3/2020,"TEXAS","TEXAS COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,11,11,2,"NO",,83,317,1016,1416,,
11/3/2020,"TEXAS","TEXAS COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,11,11,1,"YES",,227,756,2420,3403,,
11/3/2020,"TEXAS","TEXAS COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,11,11,2,"NO",,73,368,1214,1655,,
11/3/2020,"TEXAS","TEXAS COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,11,11,1,"YES",,229,746,2413,3388,,
11/3/2020,"TEXAS","TEXAS COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,11,11,2,"NO",,72,374,1206,1652,,
11/3/2020,"TEXAS","TEXAS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,11,11,1,"YES",,214,752,2482,3448,,
11/3/2020,"TEXAS","TEXAS COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,11,11,2,"NO",,88,369,1137,1594,,
11/3/2020,"TEXAS","TEXAS COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,11,11,1,"FOR THE PROPOSAL - YES",,144,324,1030,1498,,
11/3/2020,"TEXAS","TEXAS COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,11,11,2,"AGAINST THE PROPOSAL - NO",,177,864,2791,3832,,
11/3/2020,"TEXAS","TEXAS COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,11,11,1,"FOR THE PROPOSAL - YES",,148,502,1598,2248,,
11/3/2020,"TEXAS","TEXAS COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,11,11,2,"AGAINST THE PROPOSAL - NO",,168,667,2180,3015,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,84,458,1534,2076,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,2,2,20,24,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,65,129,403,597,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,0,0,3,3,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,5,"KANYE WEST | MICHELLE TIDBALL",IND,2,1,4,7,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,9,9,6,"BROCK PIERCE | KARLA BALLARD",IND,0,0,1,1,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,1,"TODD HIETT",REP,92,476,1581,2149,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10002,"FOR CORPORATION COMMISSIONER",,9,9,2,"TODD HAGOPIAN",LIB,50,68,266,384,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,1,"JIM INHOFE",REP,85,451,1541,2077,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,2,"ROBERT MURPHY",LIB,0,3,28,31,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,3,"ABBY BROYLES",DEM,64,122,355,541,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,4,"JOAN FARR",IND,2,9,22,33,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10003,"FOR UNITED STATES SENATOR",,9,9,5,"A. D. NESBIT",IND,1,3,16,20,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,9,9,1,"TOM COLE",REP,86,460,1550,2096,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,9,9,2,"BOB WHITE",LIB,1,5,48,54,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",10007,"FOR UNITED STATES REPRESENTATIVE DISTRICT 04",,9,9,3,"MARY BRANNON",DEM,64,120,357,541,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,9,9,1,"YES",,84,376,1290,1750,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,9,9,2,"NO",,49,138,464,651,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,9,9,1,"YES",,94,369,1264,1727,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,9,9,2,"NO",,39,147,494,680,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,9,9,1,"YES",,85,396,1346,1827,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,9,9,2,"NO",,49,120,411,580,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,9,9,1,"YES",,87,372,1290,1749,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,9,9,2,"NO",,47,141,456,644,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,9,9,1,"YES",,84,364,1237,1685,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,9,9,2,"NO",,49,142,483,674,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,9,9,1,"YES",,86,343,1194,1623,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,9,9,2,"NO",,46,167,519,732,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,9,9,1,"YES",,86,343,1196,1625,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,9,9,2,"NO",,46,164,517,727,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,9,9,1,"YES",,86,341,1186,1613,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,9,9,2,"NO",,47,166,529,742,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,9,9,1,"FOR THE PROPOSAL - YES",,74,143,576,793,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",30001,"STATE QUESTION NO. 805 INITIATIVE PETITION NO. 421",,9,9,2,"AGAINST THE PROPOSAL - NO",,70,420,1319,1809,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,9,9,1,"FOR THE PROPOSAL - YES",,71,207,790,1068,,
11/3/2020,"TILLMAN","TILLMAN COUNTY",30002,"STATE QUESTION NO. 814 LEGISLATIVE REFERENDUM NO. 375",,9,9,2,"AGAINST THE PROPOSAL - NO",,71,346,1090,1507,,
11/3/2020,"TULSA","TULSA COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,262,262,1,"DONALD J. TRUMP | MICHAEL R. PENCE",REP,21016,5743,123815,150574,,
11/3/2020,"TULSA","TULSA COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,262,262,2,"JO JORGENSEN | JEREMY SPIKE COHEN",LIB,999,154,3706,4859,,
11/3/2020,"TULSA","TULSA COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,262,262,3,"JOSEPH R. BIDEN | KAMALA D. HARRIS",DEM,38042,7364,63590,108996,,
11/3/2020,"TULSA","TULSA COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,262,262,4,"JADE SIMMONS | CLAUDELIAH J. ROZE",IND,176,34,512,722,,
11/3/2020,"TULSA","TULSA COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,262,262,5,"KANYE WEST | MICHELLE TIDBALL",IND,143,24,907,1074,,
11/3/2020,"TULSA","TULSA COUNTY",10001,"FOR ELECTORS FOR PRESIDENT AND VICE PRESIDENT",,262,262,6,"BROCK PIERCE | KARLA BALLARD",IND,111,11,331,453,,
11/3/2020,"TULSA","TULSA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,262,262,1,"TODD HIETT",REP,31649,7004,133485,172138,,
11/3/2020,"TULSA","TULSA COUNTY",10002,"FOR CORPORATION COMMISSIONER",,262,262,2,"TODD HAGOPIAN",LIB,20778,4758,46521,72057,,
11/3/2020,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES SENATOR",,262,262,1,"JIM INHOFE",REP,21251,5617,118501,145369,,
11/3/2020,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES SENATOR",,262,262,2,"ROBERT MURPHY",LIB,876,212,5162,6250,,
11/3/2020,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES SENATOR",,262,262,3,"ABBY BROYLES",DEM,37501,7242,64126,108869,,
11/3/2020,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES SENATOR",,262,262,4,"JOAN FARR",IND,566,145,3164,3875,,
11/3/2020,"TULSA","TULSA COUNTY",10003,"FOR UNITED STATES SENATOR",,262,262,5,"A. D. NESBIT",IND,374,81,1480,1935,,
11/3/2020,"TULSA","TULSA COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,262,262,1,"KEVIN HERN",REP,24546,6087,129032,159665,,
11/3/2020,"TULSA","TULSA COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,262,262,2,"KOJO ASAMOA-CAESAR",DEM,33437,6771,55520,95728,,
11/3/2020,"TULSA","TULSA COUNTY",10004,"FOR UNITED STATES REPRESENTATIVE DISTRICT 01",,262,262,3,"EVELYN L. ROGERS",IND,2215,380,7099,9694,,
11/3/2020,"TULSA","TULSA COUNTY",10026,"FOR STATE SENATOR DISTRICT 35",,36,36,1,"CHERYL BABER",REP,3723,805,13149,17677,,
11/3/2020,"TULSA","TULSA COUNTY",10026,"FOR STATE SENATOR DISTRICT 35",,36,36,2,"JO ANNA DOSSETT",DEM,7402,1396,9526,18324,,
11/3/2020,"TULSA","TULSA COUNTY",10027,"FOR STATE SENATOR DISTRICT 37",,28,28,1,"CODY ROGERS",REP,2669,734,19290,22693,,
11/3/2020,"TULSA","TULSA COUNTY",10027,"FOR STATE SENATOR DISTRICT 37",,28,28,2,"ALLISON IKLEY-FREEMAN",DEM,3443,650,7048,11141,,
11/3/2020,"TULSA","TULSA COUNTY",10028,"FOR STATE SENATOR DISTRICT 39",,38,38,1,"DAVE RADER",REP,4259,887,15347,20493,,
11/3/2020,"TULSA","TULSA COUNTY",10028,"FOR STATE SENATOR DISTRICT 39",,38,38,2,"SHAWNA MOTT-WRIGHT",DEM,6306,1223,9360,16889,,
11/3/2020,"TULSA","TULSA COUNTY",10044,"FOR STATE REPRESENTATIVE DISTRICT 11",,4,4,1,"WENDI STEARMAN",REP,254,80,2892,3226,,
11/3/2020,"TULSA","TULSA COUNTY",10044,"FOR STATE REPRESENTATIVE DISTRICT 11",,4,4,2,"EMILIE TINDLE",DEM,271,34,901,1206,,
11/3/2020,"TULSA","TULSA COUNTY",10056,"FOR STATE REPRESENTATIVE DISTRICT 23",,9,9,1,"TERRY O'DONNELL",REP,347,88,2839,3274,,
11/3/2020,"TULSA","TULSA COUNTY",10056,"FOR STATE REPRESENTATIVE DISTRICT 23",,9,9,2,"SUSAN CARLE YOUNG",DEM,619,182,2233,3034,,
11/3/2020,"TULSA","TULSA COUNTY",10062,"FOR STATE REPRESENTATIVE DISTRICT 29",,2,2,1,"KYLE HILBERT",REP,154,33,1404,1591,,
11/3/2020,"TULSA","TULSA COUNTY",10062,"FOR STATE REPRESENTATIVE DISTRICT 29",,2,2,2,"RICK PARRIS",DEM,125,8,267,400,,
11/3/2020,"TULSA","TULSA COUNTY",10063,"FOR STATE REPRESENTATIVE DISTRICT 30",,5,5,1,"MARK LAWSON",REP,365,55,2987,3407,,
11/3/2020,"TULSA","TULSA COUNTY",10063,"FOR STATE REPRESENTATIVE DISTRICT 30",,5,5,2,"CHUCK THREADGILL",DEM,298,38,714,1050,,
11/3/2020,"TULSA","TULSA COUNTY",10099,"FOR STATE REPRESENTATIVE DISTRICT 66",,14,14,1,"JADINE NOLLAN",REP,1057,310,8041,9408,,
11/3/2020,"TULSA","TULSA COUNTY",10099,"FOR STATE REPRESENTATIVE DISTRICT 66",,14,14,2,"GREG LAIRD",DEM,1547,317,3264,5128,,
11/3/2020,"TULSA","TULSA COUNTY",10101,"FOR STATE REPRESENTATIVE DISTRICT 68",,12,12,1,"LONNIE SIMS",REP,1447,394,8919,10760,,
11/3/2020,"TULSA","TULSA COUNTY",10101,"FOR STATE REPRESENTATIVE DISTRICT 68",,12,12,2,"MICHAEL ROSS",DEM,1689,398,3318,5405,,
11/3/2020,"TULSA","TULSA COUNTY",10104,"FOR STATE REPRESENTATIVE DISTRICT 71",,15,15,1,"MIKE MASTERS",REP,1373,343,5051,6767,,
11/3/2020,"TULSA","TULSA COUNTY",10104,"FOR STATE REPRESENTATIVE DISTRICT 71",,15,15,2,"DENISE BREWER",DEM,3169,616,4257,8042,,
11/3/2020,"TULSA","TULSA COUNTY",10111,"FOR STATE REPRESENTATIVE DISTRICT 78",,20,20,1,"PAUL ROYSE",REP,825,259,5377,6461,,
11/3/2020,"TULSA","TULSA COUNTY",10111,"FOR STATE REPRESENTATIVE DISTRICT 78",,20,20,2,"MELOYDE BLANCETT",DEM,3328,667,5320,9315,,
11/3/2020,"TULSA","TULSA COUNTY",10112,"FOR STATE REPRESENTATIVE DISTRICT 79",,19,19,1,"MARGIE ALFONSO",REP,1429,340,5952,7721,,
11/3/2020,"TULSA","TULSA COUNTY",10112,"FOR STATE REPRESENTATIVE DISTRICT 79",,19,19,2,"MELISSA PROVENZANO",DEM,2818,563,4920,8301,,
11/3/2020,"TULSA","TULSA COUNTY",10437,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,87,87,1,"JOSH TURLEY",REP,4392,1556,29926,35874,TULSA
11/3/2020,"TULSA","TULSA COUNTY",10437,"FOR COUNTY COMMISSIONER DISTRICT NO. 2",,87,87,2,"KAREN KEITH",DEM,14071,2930,26048,43049,TULSA
11/3/2020,"TULSA","TULSA COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,262,262,1,"YES",,34390,7375,121635,163400,,
11/3/2020,"TULSA","TULSA COUNTY",20001,"SUPREME COURT DISTRICT 1 - MATTHEW JOHN KANE, IV",,262,262,2,"NO",,19508,4324,48802,72634,,
11/3/2020,"TULSA","TULSA COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,262,262,1,"YES",,40004,7441,111520,158965,,
11/3/2020,"TULSA","TULSA COUNTY",20006,"SUPREME COURT DISTRICT 6 - TOM COLBERT",,262,262,2,"NO",,14398,4309,59756,78463,,
11/3/2020,"TULSA","TULSA COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,262,262,1,"YES",,34507,7183,116255,157945,,
11/3/2020,"TULSA","TULSA COUNTY",20009,"SUPREME COURT DISTRICT 9 - RICHARD B. DARBY",,262,262,2,"NO",,19215,4455,53111,76781,,
11/3/2020,"TULSA","TULSA COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,262,262,1,"YES",,34943,7231,116431,158605,,
11/3/2020,"TULSA","TULSA COUNTY",20011,"COURT OF CRIMINAL APPEALS DISTRICT 2 - ROBERT L. HUDSON",,262,262,2,"NO",,18541,4347,52602,75490,,
11/3/2020,"TULSA","TULSA COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,262,262,1,"YES",,35021,7102,112879,155002,,
11/3/2020,"TULSA","TULSA COUNTY",20012,"COURT OF CRIMINAL APPEALS DISTRICT 3 - GARY L. LUMPKIN",,262,262,2,"NO",,18319,4443,55660,78422,,
11/3/2020,"TULSA","TULSA COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,262,262,1,"YES",,41198,7791,110620,159609,,
11/3/2020,"TULSA","TULSA COUNTY",20016,"COURT OF CIVIL APPEALS DISTRICT 1 - OFFICE 2 - JANE P. WISEMAN",,262,262,2,"NO",,12659,3797,58196,74652,,
11/3/2020,"TULSA","TULSA COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,262,262,1,"YES",,41203,7904,111837,160944,,
11/3/2020,"TULSA","TULSA COUNTY",20017,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 1 - DEBORAH B. BARNES",,262,262,2,"NO",,12341,3649,56422,72412,,
11/3/2020,"TULSA","TULSA COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,262,262,1,"YES",,36573,7021,105434,149028,,
11/3/2020,"TULSA","TULSA COUNTY",20018,"COURT OF CIVIL APPEALS DISTRICT 2 - OFFICE 2 - KEITH RAPP",,262,262,2,"NO",,16673,4494,62423,83590,,
