Election,Jurisdiction Name,Reporting County Name,DataEntry Jurisdiction Name,DataEntry Level Name,Office,Office Category,Ballot Order,Name on Ballot,Political Party,Total Votes
2016 General Election,Lake,Newton,Colfax,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,53
2016 General Election,Lake,Newton,Jackson,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,128
2016 General Election,Lake,Newton,Lake 1,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,452
2016 General Election,Lake,Newton,Lake 2,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,342
2016 General Election,Lake,Newton,Lincoln 1,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,308
2016 General Election,Lake,Newton,Lincoln 2,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,424
2016 General Election,Lake,Newton,Lincoln 3,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,493
2016 General Election,Lake,Newton,Mcclellan,Precinct,North Newton School Board,School Board Member,420,Michael A Russell,Non Partisan,59
2016 General Election,Lake Central,Lake,Lake,Locality,Lake Central School Corporation - At Large,School Board Member,420,George Baranowski,Non Partisan,0
2016 General Election,Lake Central,Lake,Lake,Locality,Lake Central School Corporation - At Large,School Board Member,420,Janice M. Malchow,Non Partisan,0
2016 General Election,Lake Central,Lake,Lake,Locality,Lake Central School Corporation - Dyer,School Board Member,420,Donald (Don) Bacso,Non Partisan,0
2016 General Election,Lake Central,Lake,Lake,Locality,Lake Central School Corporation - St John,School Board Member,420,Cynthia (Cindy) Sues,Non Partisan,0
2016 General Election,Lake Central,Lake,Lake,Locality,Lake Central School Corporation - St John,School Board Member,420,David J Hamilton,Non Partisan,0
2016 General Election,Lake Central,Lake,Lake,Locality,Lake Central School Corporation - St John,School Board Member,420,Richard (Rick) Baisa,Non Partisan,0
2016 General Election,Lake Ridge,Lake,Lake,Locality,Lake Ridge School Corporation Dist 1,School Board Member,420,Dan Diehl,Non Partisan,0
2016 General Election,Lake Ridge,Lake,Lake,Locality,Lake Ridge School Corporation Dist 2,School Board Member,420,Glenn I Johnson,Non Partisan,0
2016 General Election,Lake Ridge,Lake,Lake,Locality,Lake Ridge School Corporation Dist 3,School Board Member,420,Kenneth W Buckley,Non Partisan,0
2016 General Election,Lake Station,Lake,Lake,Locality,Lake Station Community School Corp - At-large,School Board Member,420,John D Bastin,Non Partisan,0
2016 General Election,Lake Station,Lake,Lake,Locality,Lake Station Community School Corp - At-large,School Board Member,420,Larry R Biggs,Non Partisan,0
2016 General Election,Lake Station,Lake,Lake,Locality,Lake Station Community School Corp - At-large,School Board Member,420,Todd A Rogers,Non Partisan,0
2016 General Election,Lake Station,Lake,Lake,Locality,Lake Station Community School Corp - Dist 2,School Board Member,420,Karen E Curtis,Non Partisan,0
2016 General Election,Lakeland,Lagrange,Lagrange,Locality,Lakeland School Board Member - District #3 (Lagrange & Noble),School Board Member,420,Robert  Murphy,Non Partisan,3334
2016 General Election,Lakeland,Lagrange,Lagrange,Locality,Lakeland School Board Member - District #4 (Lagrange & Noble),School Board Member,420,Sue A Keenan,Non Partisan,3673
2016 General Election,Lakeland,Lagrange,Lagrange,Locality,Lakeland School Board Member - District #5 (Lagrange & Noble),School Board Member,420,Carey Mckibben,Non Partisan,3411
2016 General Election,Lakeland,Noble,Noble,Locality,Lakeland School Board Member - District #3 (Lagrange & Noble),School Board Member,420,Robert  Murphy,Non Partisan,70
2016 General Election,Lakeland,Noble,Noble,Locality,Lakeland School Board Member - District #4 (Lagrange & Noble),School Board Member,420,Sue A Keenan,Non Partisan,71
2016 General Election,Lakeland,Noble,Noble,Locality,Lakeland School Board Member - District #5 (Lagrange & Noble),School Board Member,420,Carey Mckibben,Non Partisan,73
2016 General Election,Lanesville School Corp,Harrison,Harrison,Locality,Lanesville Community Schools Bd. Member (Harrison),School Board Member,420,Jaycen M Abell,Non Partisan,0
2016 General Election,Lanesville School Corp,Harrison,Harrison,Locality,Lanesville Community Schools Bd. Member (Harrison),School Board Member,420,Justin C Bailey,Non Partisan,0
2016 General Election,Lanesville School Corp,Harrison,Harrison,Locality,Lanesville Community Schools Bd. Member (Harrison),School Board Member,420,Robert L Schickel,Non Partisan,0
2016 General Election,Lanesville School Corp,Harrison,Harrison,Locality,Lanesville Community Schools Bd. Member (Harrison),School Board Member,420,Sharon E Rothrock,Non Partisan,0
2016 General Election,Laporte Community School Corporation,Laporte,Laporte,Locality,Laporte Community School Corporation - At Large (Laporte),School Board Member,420,Elena C. Mrozinske,Non Partisan,0
2016 General Election,Laporte Community School Corporation,Laporte,Laporte,Locality,Laporte Community School Corporation - At Large (Laporte),School Board Member,420,James R. (Jim) Arnold,Non Partisan,0
2016 General Election,Laporte Community School Corporation,Laporte,Laporte,Locality,Laporte Community School Corporation - At Large (Laporte),School Board Member,420,Mailaika A. Beaty,Non Partisan,0
2016 General Election,Laporte Community School Corporation,Laporte,Laporte,Locality,Laporte Community School Corporation - At Large (Laporte),School Board Member,420,Marie Gilliland,Non Partisan,0
2016 General Election,Laporte Community School Corporation,Laporte,Laporte,Locality,Laporte Community School Corporation - At Large (Laporte),School Board Member,420,Rhonda L. Spence,Non Partisan,0
2016 General Election,Laporte Community School Corporation,Laporte,Laporte,Locality,Laporte Community School Corporation - At Large (Laporte),School Board Member,420,Trevor Woods,Non Partisan,0
2016 General Election,Laporte Community School Corporation,Laporte,Laporte,Locality,Laporte Community School Corporation - At Large (Laporte),School Board Member,420,"Tyrone ""Ty"" Miller",Non Partisan,0
2016 General Election,Lawrence Township Schools,Marion,Marion,Locality,Lawrence Township School Board Member - At-large (Marion),School Board Member,420,Shawn Denney,Non Partisan,0
2016 General Election,Lawrence Township Schools,Marion,Marion,Locality,Lawrence Township School Board Member - District #1 (Marion),School Board Member,420,Wendy Muston,Non Partisan,0
2016 General Election,Lawrence Township Schools,Marion,Marion,Locality,Lawrence Township School Board Member - District #3 (Marion),School Board Member,420,Carol K Helmus,Non Partisan,0
2016 General Election,Lawrenceburg Comm.,Dearborn,Dearborn,Locality,Lawrenceburg School  Board Member - District #1 (Dearborn),School Board Member,420,Fayla Nanz,Non Partisan,2103
2016 General Election,Lawrenceburg Comm.,Dearborn,Dearborn,Locality,Lawrenceburg School  Board Member - District #1 (Dearborn),School Board Member,420,James R  (Jamie) Chase,Non Partisan,1111
2016 General Election,Lawrenceburg Comm.,Dearborn,Dearborn,Locality,Lawrenceburg School  Board Member - District #1 (Dearborn),School Board Member,420,Justin M Noppert,Non Partisan,1582
2016 General Election,Lawrenceburg Comm.,Dearborn,Dearborn,Locality,Lawrenceburg School  Board Member - District #1 (Dearborn),School Board Member,420,Regina K Rybolt,Non Partisan,1598
2016 General Election,Lawrenceburg Comm.,Dearborn,Dearborn,Locality,Lawrenceburg School Board Member - District #2 (Dearborn),School Board Member,420,Bob Miller,Non Partisan,2078
2016 General Election,Lawrenceburg Comm.,Dearborn,Dearborn,Locality,Lawrenceburg School Board Member - District #2 (Dearborn),School Board Member,420,Shirley A Seitz,Non Partisan,1659
2016 General Election,Lebanon Community School,Boone,Boone,Locality,Lebanon Community School Corporation- City Of Lebanon,School Board Member,420,Anthony Robbins,Non Partisan,3039
2016 General Election,Lebanon Community School,Boone,Boone,Locality,Lebanon Community School Corporation- City Of Lebanon,School Board Member,420,Kevin Dininger,Non Partisan,2336
2016 General Election,Lebanon Community School,Boone,Boone,Locality,Lebanon Community School Corporation- City Of Lebanon,School Board Member,420,Michael Burtron,Non Partisan,5165
2016 General Election,Lebanon Community School,Boone,Boone,Locality,Lebanon Community School Corporation- City Of Lebanon,School Board Member,420,Robert Wirey,Non Partisan,3373
2016 General Election,Lebanon Community School,Boone,Boone,Locality,Lebanon Community School Corporation- Perry,School Board Member,420,David Herr,Non Partisan,7168
2016 General Election,Liberty,Delaware,Delaware,Locality,Liberty Perry School Board - Liberty (Delaware),School Board Member,420,Carey  Youngblood,Non Partisan,0
2016 General Election,Liberty,Delaware,Delaware,Locality,Liberty Perry School Board - Liberty (Delaware),School Board Member,420,Kevin Nemyer,Non Partisan,0
2016 General Election,Liberty,Tipton,Tipton,Locality,Old Tri-Central School Board Member- Liberty Twp (Tipton),School Board Member,420,Craig R Smith,Non Partisan,0
2016 General Election,Liberty Perry Community School District,Delaware,Delaware,Locality,Liberty Perry School Board - Perry (Delaware),School Board Member,420,Austin R Rich,Non Partisan,0
2016 General Election,Liberty Perry Community School District,Delaware,Delaware,Locality,Liberty Perry School Board - Perry (Delaware),School Board Member,420,Shawn L Estep,Non Partisan,0
2016 General Election,Linton Stockton School Corp,Greene,Greene,Locality,Linton Stockton School Board Member District 1,School Board Member,420,Les Newman,Non Partisan,2125
2016 General Election,Linton Stockton School Corp,Greene,Greene,Locality,Linton Stockton School Board Member District 1,School Board Member,420,Tawni L Prudhomme,Non Partisan,1106
2016 General Election,Linton Stockton School Corp,Greene,Greene,Locality,Linton Stockton School Board Member District 2,School Board Member,420,Clint  R House,Non Partisan,2922
2016 General Election,Logansport Sc,Cass,Cass,Locality,Logansport School Board Member - District #1 (Cass),School Board Member,420,David M Mcclure,Non Partisan,0
2016 General Election,Logansport Sc,Cass,Cass,Locality,Logansport School Board Member - District #3 - At Large (Cass),School Board Member,420,Mike Mccord,Non Partisan,0
2016 General Election,Logansport Sc,Cass,Cass,Locality,Logansport School Board Member - District #3 - At Large (Cass),School Board Member,420,Scott B Kraud,Non Partisan,0
2016 General Election,"Ma District 1,ma District 2,ma District 3",Grant,Grant,Locality,Marion Community School Board Member - District #2 (Grant),School Board Member,420,Aaron W. Vermilion,Non Partisan,8001
2016 General Election,"Ma District 1,ma District 2,ma District 3",Grant,Grant,Locality,Marion Community School Board Member - District #3 (Grant),School Board Member,420,Charles Griffin Jr.,Non Partisan,7485
2016 General Election,"Ma District 1,ma District 2,ma District 3",Grant,Grant,Locality,Marion Community School Board Member - District #4 At Large (Grant),School Board Member,420,Javon Washington,Non Partisan,3231
2016 General Election,"Ma District 1,ma District 2,ma District 3",Grant,Grant,Locality,Marion Community School Board Member - District #4 At Large (Grant),School Board Member,420,Shonda Nicole Gladden,Non Partisan,2486
2016 General Election,"Ma District 1,ma District 2,ma District 3",Grant,Grant,Locality,Marion Community School Board Member - District #4 At Large (Grant),School Board Member,420,Todd Nicholson,Non Partisan,4044
2016 General Election,Maconaquah,Miami,Miami,Locality,Maconaquah School Board Member - District #2 (Miami),School Board Member,420,Gregory L Borden,Non Partisan,1851
2016 General Election,Maconaquah,Miami,Miami,Locality,Maconaquah School Board Member - District #2 (Miami),School Board Member,420,Timothy (Tim) L White,Non Partisan,2048
2016 General Election,Maconaquah,Miami,Miami,Locality,Maconaquah School Board Member - District #3 (Miami),School Board Member,420,James E Jenkins,Non Partisan,2540
2016 General Election,Maconaquah,Miami,Miami,Locality,Maconaquah School Board Member - District #3 (Miami),School Board Member,420,Shelly  Leary,Non Partisan,1550
2016 General Election,Maconaquah,Miami,Miami,Locality,Maconaquah School Board Member - District #4 (Miami),School Board Member,420,Christina K Householder,Non Partisan,3022
2016 General Election,Maconaquah,Miami,Miami,Locality,Maconaquah School Board Member - District #4 (Miami),School Board Member,420,David  Scheblo,Non Partisan,2039
2016 General Election,Madison,Madison,Madison,Locality,Alexandria Community Schools Dist. 1 (Madison),School Board Member,420,Amy R Bair,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Alexandria Community Schools Dist. 1 (Madison),School Board Member,420,Tina L Stanley,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Alexandria Community Schools Dist. 4 (Madison),School Board Member,420,Larry K Oliver Ii,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Alexandria Community Schools Dist. 5 At Large (Madison),School Board Member,420,Diana  Sayre,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Alexandria Community Schools Dist. 5 At Large (Madison),School Board Member,420,Warren  Brown Jr.,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools Central Dist. 1 (Madison),School Board Member,420,Irma H Stewart,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools Central Dist. 1 (Madison),School Board Member,420,Robert (Buckie) Bookhart,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools Central Dist. 1 (Madison),School Board Member,420,Thomas Tijerina,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools East Dist. 2 (Madison),School Board Member,420,Edward A Fredericks,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools East Dist. 2 (Madison),School Board Member,420,Holly Renz,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools East Dist. 2 (Madison),School Board Member,420,Lindsey  Barton,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools East Dist. 2 (Madison),School Board Member,420,Sabrina J Tolston,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools East Dist. 2 (Madison),School Board Member,420,Terry W May,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools South Dist. 1 (Madison),School Board Member,420,Tammy  Sloss,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools South Dist. 1 (Madison),School Board Member,420,Tim Long,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Anderson Community Schools South Dist. 1 (Madison),School Board Member,420,W. Bill Watson,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Elwood Community School Corporation Dist. 3 At Large (Madison),School Board Member,420,Corie M Lovell,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Elwood Community School Corporation Dist. 3 At Large (Madison),School Board Member,420,Delbert  Litherland,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Elwood Community School Corporation Dist. 3 At Large (Madison),School Board Member,420,Paul  (Brent) Kane,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Elwood Community School Corporation Dist. 3 At Large (Madison),School Board Member,420,Robert B Savage,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Elwood Community School Corporation Dist. 3 At Large (Madison),School Board Member,420,Robert F Wright,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Elwood Community School Corporation Dist. 3 At Large (Madison),School Board Member,420,Scott A Stewart,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Frankton-Lapel School Corporation Dist. 1 (Madison),School Board Member,420,Michael Rusche,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Frankton-Lapel School Corporation Dist. 2 (Madison),School Board Member,420,Randy A Cunningham,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Frankton-Lapel School Corporation Dist. 3 (Madison),School Board Member,420,Melissa E Duncan,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,Frankton-Lapel School Corporation Dist. 4 (Madison),School Board Member,420,Tami Bailey-Davis,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,South Madison Community School Corporation Dist. 1 (Madison),School Board Member,420,Richard (Buck)  Evans,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,South Madison Community School Corporation Dist. 2 (Madsion),School Board Member,420,Terry L Auker,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,South Madison Community School Corporation Dist. 3 (Madison),School Board Member,420,Chris J. Boots,Non Partisan,0
2016 General Election,Madison,Madison,Madison,Locality,South Madison Community School Corporation Dist. 4 At Large (Madison),School Board Member,420,Amy S Mcginnis,Non Partisan,0
2016 General Election,Madison-Grant United School Corportation,Grant,Grant,Locality,Madison Grant United School Corporation - District #1 (Grant & Madison),School Board Member,420,Rodney Kent Tobias,Non Partisan,1577
2016 General Election,Madison-Grant United School Corportation,Grant,Grant,Locality,Madison-Grant United School Corporation Dist. 5 (Madison),School Board Member,420,Mary Jo Brunt,Non Partisan,1537
2016 General Election,Madison-Grant United School Corportation,Grant,Grant,Locality,Madison-Grant United School Corporation Dist. 6 (Madison),School Board Member,420,Amanda  Kelich,Non Partisan,1433
2016 General Election,Madison-Grant United School Corportation,Grant,Grant,Locality,Madison-Grant United School Corporation Dist. 6 (Madison),School Board Member,420,Amanda L Kelich,Non Partisan,0
2016 General Election,Madison-Grant United School Corportation,Madison,Madison,Locality,Madison Grant United School Corporation - District #1 (Grant & Madison),School Board Member,420,Rodney Kent Tobias,Non Partisan,0
2016 General Election,Madison-Grant United School Corportation,Madison,Madison,Locality,Madison-Grant United School Corporation Dist. 5 (Madison),School Board Member,420,Mary Jo Brunt,Non Partisan,0
2016 General Election,Madison-Grant United School Corportation,Madison,Madison,Locality,Madison-Grant United School Corporation Dist. 6 (Madison),School Board Member,420,Amanda  Kelich,Non Partisan,0
2016 General Election,Madison-Grant United School Corportation,Madison,Madison,Locality,Madison-Grant United School Corporation Dist. 6 (Madison),School Board Member,420,Amanda L Kelich,Non Partisan,0
2016 General Election,Martin,Martin,Martin,Locality,Loogootee School Board At-Large (Martin),School Board Member,420,Brandi Hennette,Non Partisan,1019
2016 General Election,Martin,Martin,Martin,Locality,Loogootee School Board At-Large (Martin),School Board Member,420,John L Daniel,Non Partisan,492
2016 General Election,Martin,Martin,Martin,Locality,Loogootee School Board At-Large (Martin),School Board Member,420,Nancy J Summers,Non Partisan,1357
2016 General Election,Martin,Martin,Martin,Locality,Loogootee School Board At-Large (Martin),School Board Member,420,T. J.  Mcatee,Non Partisan,1408
2016 General Election,Mcs,Wabash,Wabash,Locality,Manchester School Board Member - Chester Township (Wabash),School Board Member,420,Byron G (Buddy) Brunn,Non Partisan,1498
2016 General Election,Mcs,Wabash,Wabash,Locality,Manchester School Board Member - Chester Township (Wabash),School Board Member,420,Ruth Anne Ayres,Non Partisan,1670
2016 General Election,Mcs,Wabash,Wabash,Locality,Manchester School Board Member - Pleasant (Wabash),School Board Member,420,Steve Flack,Non Partisan,2842
2016 General Election,Mcs,Wabash,Wabash,Locality,Manchester School Board Member - Town (Wabash),School Board Member,420,Brady  Burgess,Non Partisan,1688
2016 General Election,Mcs,Wabash,Wabash,Locality,Manchester School Board Member - Town (Wabash),School Board Member,420,Lisa L Ulrey,Non Partisan,996
2016 General Election,Mcs,Wabash,Wabash,Locality,Manchester School Board Member - Town (Wabash),School Board Member,420,Matthew  Nettleton,Non Partisan,658
2016 General Election,Mcs B,Elkhart,Elkhart,Locality,Middlebury School Board Member - District B (Elkhart),School Board Member,420,Joanna King,Non Partisan,0
2016 General Election,Mcs C,Elkhart,Elkhart,Locality,Middlebury School Board Member - District C (Elkhart),School Board Member,420,Robert Souder,Non Partisan,0
2016 General Election,Merrillville,Lake,Lake,Locality,Merrillville School Board Member - District #1,School Board Member,420,Judy C Dunlap,Non Partisan,0
2016 General Election,Merrillville,Lake,Lake,Locality,Merrillville School Board Member - District #1,School Board Member,420,Ofelia Gregoline,Non Partisan,0
2016 General Election,Merrillville,Lake,Lake,Locality,Merrillville School Board Member - District #2,School Board Member,420,Thomas (Tom) Bainbridge,Non Partisan,0
2016 General Election,Metropolitan School District Of Shakamak,Clay,Clay,Locality,Msd Of Shakamak (Dist 3 Wright Twp),School Board Member,420,Troy  Adam Fougerousse,Non Partisan,0
2016 General Election,Metropolitan School District Of Shakamak,Clay,Clay,Locality,Msd Of Shakamak (Dist. 1 Lewis Twp),School Board Member,420,Jeffrey B Miller,Non Partisan,0
2016 General Election,Metropolitan School District Of Shakamak,Clay,Clay,Locality,Msd Of Shakamak (Dist. 1 Lewis Twp),School Board Member,420,Mark Alan Miller,Non Partisan,0
2016 General Election,Metropolitan School District Of Shakamak,Greene,Greene,Locality,Msd Of Shakamak (Dist 3 Wright Twp),School Board Member,420,Troy  Adam Fougerousse,Non Partisan,1089
2016 General Election,Metropolitan School District Of Shakamak,Greene,Greene,Locality,Msd Of Shakamak (Dist. 1 Lewis Twp),School Board Member,420,Jeffrey B Miller,Non Partisan,679
2016 General Election,Metropolitan School District Of Shakamak,Greene,Greene,Locality,Msd Of Shakamak (Dist. 1 Lewis Twp),School Board Member,420,Mark Alan Miller,Non Partisan,526
2016 General Election,"Mi District 1,mi District 2,mi District 3",Grant,Grant,Locality,Mississinewa Community School Board Member - District #1(Grant),School Board Member,420,Wayne (Spike) Gaskin,Non Partisan,3214
2016 General Election,"Mi District 1,mi District 2,mi District 3",Grant,Grant,Locality,Mississinewa Community School Board Member - District #4 At Large (Grant),School Board Member,420,Teresa Fratus,Non Partisan,2154
2016 General Election,"Mi District 1,mi District 2,mi District 3",Grant,Grant,Locality,Mississinewa Community School Board Member - District #4 At Large (Grant),School Board Member,420,"William ""Chris"" Cunningham",Non Partisan,2822
2016 General Election,Michigan City Area Schools,Laporte,Laporte,Locality,"Michigan City Area Schools - Civil City (Laporte, Porter)",School Board Member,420,Marty Corley,Non Partisan,0
2016 General Election,Michigan City Area Schools,Laporte,Laporte,Locality,"Michigan City Area Schools - Coolspring/pine Township (Laporte, Porter)",School Board Member,420,Donald J. Dulaney,Non Partisan,0
2016 General Election,Michigan City Area Schools,Laporte,Laporte,Locality,"Michigan City Area Schools - Michigan/springfield Township (Laporte, Porter)",School Board Member,420,Deborah Chubb,Non Partisan,0
2016 General Election,Michigan City Area Schools,Laporte,Laporte,Locality,"Michigan City Area Schools - Michigan/springfield Township (Laporte, Porter)",School Board Member,420,"William ""Bill"" Greene",Non Partisan,0
2016 General Election,Michigan City Area Schools,Porter,Porter,Locality,"Michigan City Area Schools - Civil City (Laporte, Porter)",School Board Member,420,Marty Corley,Non Partisan,0
2016 General Election,Michigan City Area Schools,Porter,Porter,Locality,"Michigan City Area Schools - Coolspring/pine Township (Laporte, Porter)",School Board Member,420,Donald J. Dulaney,Non Partisan,0
2016 General Election,Michigan City Area Schools,Porter,Porter,Locality,"Michigan City Area Schools - Michigan/springfield Township (Laporte, Porter)",School Board Member,420,Deborah Chubb,Non Partisan,0
2016 General Election,Michigan City Area Schools,Porter,Porter,Locality,"Michigan City Area Schools - Michigan/springfield Township (Laporte, Porter)",School Board Member,420,"William ""Bill"" Greene",Non Partisan,0
2016 General Election,Milan,Ripley,Ripley,Locality,Milan Comm. School Board Member - At Large (Ripley),School Board Member,420,Doug Norman,Non Partisan,1482
2016 General Election,Milan,Ripley,Ripley,Locality,Milan Comm. School Board Member - At Large (Ripley),School Board Member,420,J. Martin Layden,Non Partisan,788
2016 General Election,Milan,Ripley,Ripley,Locality,Milan Comm. School Board Member - Town Of Milan (Ripley),School Board Member,420,Edward (Ted) Amberger,Non Partisan,1510
2016 General Election,Milan,Ripley,Ripley,Locality,Milan Comm. School Board Member - Town Of Milan (Ripley),School Board Member,420,Stephen D Snyder,Non Partisan,786
2016 General Election,Mill Creek,Hendricks,Hendricks,Locality,Mill Creek School Board Member - At Large (Hendricks),School Board Member,420,Missy Branscum,Non Partisan,2773
2016 General Election,Mill Creek,Hendricks,Hendricks,Locality,Mill Creek School Board Member - Clay Township (Hendricks),School Board Member,420,Timothy A Whicker,Non Partisan,2814
2016 General Election,Mill Creek,Hendricks,Hendricks,Locality,Mill Creek School Board Member - Franklin Township (Hendricks),School Board Member,420,Gina Boatright,Non Partisan,2544
2016 General Election,Mishawaka,St. Joseph,St. Joseph,Locality,Mishawaka Board Of School Trustees At Large (St. Joseph) Mishawaka,School Board Member,420,Jeffery E Emmons,Non Partisan,6061
2016 General Election,Mishawaka,St. Joseph,St. Joseph,Locality,Mishawaka Board Of School Trustees At Large (St. Joseph) Mishawaka,School Board Member,420,Richard C Currey,Non Partisan,4924
2016 General Election,Mitchell Community Schools,Lawrence,Lawrence,Locality,Mitchell Community School Board Member - District 1 - Spice Valley South (Lawrence),School Board Member,420,Debra S. Beeler,Non Partisan,1889
2016 General Election,Mitchell Community Schools,Lawrence,Lawrence,Locality,Mitchell Community School Board Member - District 1 - Spice Valley South (Lawrence),School Board Member,420,Patrick Redman,Non Partisan,2138
2016 General Election,Mitchell Community Schools,Lawrence,Lawrence,Locality,Mitchell Community School Board Member - District 2 - Marion Township (Lawrence),School Board Member,420,Steve Burton,Non Partisan,3323
2016 General Election,Mitchell Community Schools,Lawrence,Lawrence,Locality,Mitchell Community School Board Member - District 3 - Bono (Lawrence),School Board Member,420,Crystal Mikels,Non Partisan,3217
2016 General Election,Monroe,Delaware,Delaware,Locality,Cowan Community School Board - Cowan (Delaware),School Board Member,420,Paul R Hansard,Non Partisan,0
2016 General Election,Monroe,Delaware,Delaware,Locality,Cowan Community School Board - Cowan (Delaware),School Board Member,420,Vick  Conway,Non Partisan,0
2016 General Election,Monroe,Putnam,Putnam,Locality,North Putnam Sch Brd Member - Monroe Twp (Putnam),School Board Member,420,Dustin Osborn,Non Partisan,0
2016 General Election,Monroe Central,Randolph,Randolph,Locality,Monroe Central School Board - Green Township (Randolph),School Board Member,420,Dan E Pike,Non Partisan,0
2016 General Election,Monroe Central,Randolph,Randolph,Locality,Monroe Central School Board - Stoney Creek Township (Randolph),School Board Member,420,Andrew Wagner,Non Partisan,0
2016 General Election,Monroe County Comm School Corp,Monroe,Monroe,Locality,Mccsc District 2,School Board Member,420,Jim S Billingsley,Non Partisan,13172
2016 General Election,Monroe County Comm School Corp,Monroe,Monroe,Locality,Mccsc District 2,School Board Member,420,Sue Wanzer,Non Partisan,23528
2016 General Election,Monroe County Comm School Corp,Monroe,Monroe,Locality,Mccsc District 4,School Board Member,420,Cathy Fuentes-Rohwer,Non Partisan,24598
2016 General Election,Monroe County Comm School Corp,Monroe,Monroe,Locality,Mccsc District 4,School Board Member,420,James D Shackelford,Non Partisan,11439
2016 General Election,Monroe County Comm School Corp,Monroe,Monroe,Locality,Mccsc District 5,School Board Member,420,Keith Klein,Non Partisan,30427
2016 General Election,Monroe County Comm School Corp,Monroe,Monroe,Locality,Mccsc District 6,School Board Member,420,Lois M Sabo-Skelton,Non Partisan,20455
2016 General Election,Monroe County Comm School Corp,Monroe,Monroe,Locality,Mccsc District 6,School Board Member,420,Martin C Spechler,Non Partisan,14127
2016 General Election,Monroe-Gregg School,Morgan,Morgan,Locality,Monroe-Gregg Corp School Board Member - District #1- Monroe Township (Morgan),School Board Member,420,Jack W Elliott Jr.,Non Partisan,0
2016 General Election,Monroe-Gregg School,Morgan,Morgan,Locality,Monroe-Gregg Corp School Board Member - District #1- Monroe Township (Morgan),School Board Member,420,Scott  Everett,Non Partisan,0
2016 General Election,Monroe-Gregg School,Morgan,Morgan,Locality,Monroe-Gregg Corp School Board Member - District #2-gregg Township (Morgan),School Board Member,420,Nancy A Dorsett,Non Partisan,0
2016 General Election,Monroe-Gregg School,Morgan,Morgan,Locality,Monroe-Gregg Corp School Board Member - District #2-gregg Township (Morgan),School Board Member,420,"Thomas ""Tom"" Kennedy",Non Partisan,0
2016 General Election,Monroe-Gregg School,Morgan,Morgan,Locality,Monroe-Gregg Corp School Board Member At Large (Morgan),School Board Member,420,Celina A Clements,Non Partisan,0
2016 General Election,Mooresville Consolidated School Corp,Morgan,Morgan,Locality,Mooresville Consolidated School Corp District Harrision,School Board Member,420,Randall V Davis,Non Partisan,0
2016 General Election,Mooresville Consolidated School Corp District Madison,Morgan,Morgan,Locality,Mooresville Consolidated School Corp School Board Member - District Madison Township (Morgan),School Board Member,420,Mark Meadows,Non Partisan,0
2016 General Election,Mooresville Consolidated School Corp District Madison,Morgan,Morgan,Locality,Mooresville Consolidated School Corp School Board Member - District Madison Township (Morgan),School Board Member,420,Matthew L Saner,Non Partisan,0
2016 General Election,Msd,Wabash,Wabash,Locality,Metropolitan School Board Member - Northeast (Wabash),School Board Member,420,John F Gouveia III,Non Partisan,1711
